subject,file,window_idx,start_sample,gesture_label,tier,score,laws_passed,laws_failed,verdict,recommendation,wavelet_signal_type,wavelet_cv,wavelet_entropy,synthetic_flag,n_issues,issues
s10,S10_E1_A1.mat,26,13000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.576,0.94,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,27,13500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.682,0.938,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,28,14000,0,SILVER,56,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.914,0.907,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,29,14500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.491,0.927,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,30,15000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.538,0.934,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,31,15500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.754,0.931,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,32,16000,0,SILVER,62,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.046,0.919,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,33,16500,0,SILVER,63,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.143,0.896,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,34,17000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.525,0.938,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,35,17500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.297,0.921,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,36,18000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.761,0.926,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,37,18500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.255,0.905,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,38,19000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.526,0.918,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,39,19500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.353,0.93,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,40,20000,0,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,uncertain,0.111,0.919,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,41,20500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.466,0.942,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,42,21000,2,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,0.566,0.938,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,43,21500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.794,0.931,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,44,22000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.471,0.909,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,45,22500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.781,0.919,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,46,23000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.345,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,47,23500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.445,0.912,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,48,24000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.502,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E1_A1.mat,49,24500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.422,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,0,0,0,SILVER,63,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.349,0.924,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,1,500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.497,0.881,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,2,1000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.872,0.903,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,3,1500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.663,0.922,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,4,2000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.777,0.929,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,5,2500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.457,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,6,3000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.756,0.915,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,7,3500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.76,0.903,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,8,4000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.844,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,9,4500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.849,0.91,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,10,5000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.808,0.906,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,11,5500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.747,0.929,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,12,6000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.033,0.935,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,13,6500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.488,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,14,7000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.627,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,15,7500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.735,0.927,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,16,8000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.965,0.936,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,17,8500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.539,0.887,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,18,9000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.386,0.926,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,19,9500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.49,0.92,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,20,10000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.633,0.906,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,21,10500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.348,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
